Дата;Товар;Акция;Выходной;ПроданоСеть;ПоступилоСеть;ОстатокСеть;КоличествоЧеков;КоличествоЧековСеть;День_недели;Месяц;День;Год;Продано;Заказ;Поступило;Остаток;Продано_1д_назад;Поступило_1д_назад;Остаток_1д_назад;КоличествоЧеков_1д_назад;Заказ_1д_назад;Продано_частота_7д;Продано_частота_14д;Продано_частота_21д;Продано_темп_7д;Продано_темп_14д;Продано_темп_21д;ПроданоСеть_1д_назад;ПоступилоСеть_1д_назад;ОстатокСеть_1д_назад;КоличествоЧековСеть_1д_назад;ПроданоСеть_частота_7д;ПроданоСеть_частота_14д;ПроданоСеть_частота_21д;ПроданоСеть_темп_7д;ПроданоСеть_темп_14д;ПроданоСеть_темп_21д;Продажи_7д_вперёд
2024-11-05;N00000000842;0;0;1.0;3;97.0;0.0;1.0;1;11;5;2024;0.0;0.0;0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;1.0;2.0;0.0;0.07142857142857142;0.09523809523809523;1.0;2.0;95.0;2.0;6.0;11.0;16.0;2.4285714285714284;2.142857142857143;2.142857142857143;1.0
2024-11-06;N00000000842;0;0;1.0;11;107.0;0.0;1.0;2;11;6;2024;0.0;0.0;0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;1.0;2.0;0.0;0.07142857142857142;0.09523809523809523;1.0;3.0;97.0;2.0;6.0;11.0;16.0;2.0;1.8571428571428572;2.0952380952380953;1.0
2024-11-07;N00000000842;0;0;2.0;2;107.0;1.0;2.0;3;11;7;2024;1.0;0.0;0;1.0;0.0;0.0;2.0;2.0;2.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;1.0;11.0;107.0;2.0;6.0;12.0;16.0;1.7142857142857142;1.9285714285714286;2.0952380952380953;0.0
2024-11-08;N00000000842;0;0;4.0;0;103.0;0.0;3.0;4;11;8;2024;0.0;0.0;0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;0.14285714285714285;0.14285714285714285;0.09523809523809523;2.0;2.0;107.0;1.0;6.0;12.0;16.0;1.2857142857142858;1.7857142857142858;2.0;0.0
2024-11-09;N00000000842;0;1;2.0;0;101.0;0.0;2.0;5;11;9;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;0.14285714285714285;0.07142857142857142;0.09523809523809523;4.0;0.0;103.0;1.0;6.0;12.0;16.0;1.5714285714285714;1.9285714285714286;1.9047619047619047;0.0
2024-11-10;N00000000842;0;1;2.0;0;99.0;0.0;2.0;6;11;10;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;0.14285714285714285;0.07142857142857142;0.09523809523809523;2.0;0.0;101.0;1.0;6.0;12.0;17.0;1.5714285714285714;2.0;2.0;0.0
2024-11-11;N00000000842;0;0;3.0;0;96.0;0.0;3.0;0;11;11;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;0.14285714285714285;0.07142857142857142;0.09523809523809523;2.0;0.0;99.0;1.0;7.0;12.0;18.0;1.8571428571428572;2.0714285714285716;2.0952380952380953;0.0
2024-11-12;N00000000842;0;0;1.0;0;95.0;0.0;1.0;1;11;12;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;0.14285714285714285;0.07142857142857142;0.09523809523809523;3.0;0.0;96.0;1.0;7.0;13.0;18.0;2.142857142857143;2.2857142857142856;2.142857142857143;0.0
2024-11-13;N00000000842;0;0;2.0;8;101.0;0.0;2.0;2;11;13;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;0.14285714285714285;0.07142857142857142;0.09523809523809523;1.0;0.0;95.0;1.0;7.0;13.0;18.0;2.142857142857143;2.0714285714285716;1.9523809523809523;0.0
2024-11-14;N00000000842;0;0;6.0;1;96.0;0.0;6.0;3;11;14;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;0.14285714285714285;0.07142857142857142;0.09523809523809523;2.0;8.0;101.0;1.0;7.0;13.0;19.0;2.2857142857142856;2.0;2.0476190476190474;0.0
2024-11-15;N00000000842;0;0;5.0;0;91.0;0.0;5.0;4;11;15;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;0.0;0.07142857142857142;0.09523809523809523;6.0;1.0;96.0;1.0;7.0;13.0;19.0;2.857142857142857;2.0714285714285716;2.142857142857143;0.0
2024-11-16;N00000000842;0;1;0.0;4;95.0;0.0;0.0;5;11;16;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;5.0;0.0;91.0;1.0;7.0;13.0;19.0;3.0;2.2857142857142856;2.2857142857142856;0.0
2024-11-17;N00000000842;0;1;2.0;2;95.0;0.0;2.0;6;11;17;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;0.0;4.0;95.0;1.0;6.0;12.0;18.0;2.7142857142857144;2.142857142857143;2.238095238095238;0.0
2024-11-18;N00000000842;0;0;0.0;1;96.0;0.0;0.0;0;11;18;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;2.0;2.0;95.0;1.0;6.0;13.0;18.0;2.7142857142857144;2.2857142857142856;2.2857142857142856;1.0
2024-11-19;N00000000842;0;0;1.0;1;96.0;0.0;1.0;1;11;19;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;0.0;1.0;96.0;1.0;5.0;12.0;18.0;2.2857142857142856;2.2142857142857144;2.2857142857142856;1.0
2024-11-20;N00000000842;0;0;2.0;2;96.0;0.0;2.0;2;11;20;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;1.0;1.0;96.0;1.0;5.0;12.0;18.0;2.2857142857142856;2.2142857142857144;2.142857142857143;1.0
2024-11-21;N00000000842;0;0;4.0;1;93.0;0.0;4.0;3;11;21;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;2.0;2.0;96.0;1.0;5.0;12.0;18.0;2.2857142857142856;2.2857142857142856;2.0952380952380953;1.0
2024-11-22;N00000000842;0;0;0.0;3;96.0;0.0;0.0;4;11;22;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.047619047619047616;4.0;1.0;93.0;1.0;5.0;12.0;18.0;2.0;2.4285714285714284;2.0476190476190474;1.0
2024-11-23;N00000000842;0;1;1.0;1;96.0;0.0;1.0;5;11;23;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.047619047619047616;0.0;3.0;96.0;1.0;4.0;11.0;17.0;1.2857142857142858;2.142857142857143;1.9523809523809523;1.0
2024-11-24;N00000000842;0;1;1.0;1;96.0;0.0;1.0;6;11;24;2024;0.0;0.0;0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.047619047619047616;1.0;1.0;96.0;1.0;5.0;11.0;17.0;1.4285714285714286;2.0714285714285716;1.9047619047619047;1.0
2024-11-25;N00000000842;0;0;3.0;0;93.0;1.0;3.0;0;11;25;2024;1.0;0.0;0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.047619047619047616;1.0;1.0;96.0;1.0;5.0;11.0;18.0;1.2857142857142858;2.0;1.9523809523809523;0.0
2024-11-26;N00000000842;0;0;3.0;2;92.0;0.0;3.0;1;11;26;2024;0.0;2.0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.14285714285714285;0.07142857142857142;0.09523809523809523;3.0;0.0;93.0;0.0;6.0;11.0;18.0;1.7142857142857142;2.0;2.0476190476190474;0.0
2024-11-27;N00000000842;0;0;0.0;0;92.0;0.0;0.0;2;11;27;2024;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.14285714285714285;0.07142857142857142;0.09523809523809523;3.0;2.0;92.0;0.0;6.0;11.0;18.0;2.0;2.142857142857143;2.142857142857143;0.0
2024-11-28;N00000000842;0;0;0.0;2;94.0;0.0;0.0;3;11;28;2024;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.14285714285714285;0.07142857142857142;0.09523809523809523;0.0;0.0;92.0;0.0;5.0;10.0;17.0;1.7142857142857142;2.0;2.0952380952380953;0.0
2024-11-29;N00000000842;0;0;3.0;0;91.0;0.0;3.0;4;11;29;2024;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.047619047619047616;0.0;2.0;94.0;0.0;4.0;9.0;16.0;1.1428571428571428;1.5714285714285714;2.0;0.0
2024-11-30;N00000000842;0;1;1.0;3;93.0;0.0;1.0;5;11;30;2024;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.047619047619047616;3.0;0.0;91.0;0.0;5.0;9.0;16.0;1.5714285714285714;1.4285714285714286;1.9523809523809523;0.0
2024-12-01;N00000000842;0;1;2.0;0;91.0;0.0;2.0;6;12;1;2024;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.047619047619047616;1.0;3.0;93.0;0.0;5.0;10.0;16.0;1.5714285714285714;1.5;1.9047619047619047;0.0
2024-12-02;N00000000842;0;0;1.0;2;92.0;0.0;1.0;0;12;2;2024;0.0;0.0;2;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.047619047619047616;2.0;0.0;91.0;0.0;5.0;10.0;16.0;1.7142857142857142;1.5;1.9047619047619047;0.0
2024-12-03;N00000000842;0;0;1.0;1;92.0;0.0;1.0;1;12;3;2024;0.0;0.0;0;2.0;0.0;2.0;2.0;2.0;2.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;1.0;2.0;92.0;2.0;5.0;11.0;16.0;1.4285714285714286;1.5714285714285714;1.8095238095238095;0.0
2024-12-04;N00000000842;0;0;4.0;4;92.0;0.0;4.0;2;12;4;2024;0.0;0.0;0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;1.0;1.0;92.0;2.0;5.0;11.0;16.0;1.1428571428571428;1.5714285714285714;1.8095238095238095;0.0
2024-12-05;N00000000842;0;0;1.0;0;91.0;0.0;1.0;3;12;5;2024;0.0;0.0;0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;4.0;4.0;92.0;2.0;6.0;11.0;16.0;1.7142857142857142;1.7142857142857142;1.9047619047619047;0.0
2024-12-06;N00000000842;0;0;3.0;3;91.0;0.0;3.0;4;12;6;2024;0.0;0.0;0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;1.0;0.0;91.0;2.0;7.0;11.0;16.0;1.8571428571428572;1.5;1.6666666666666667;0.0
2024-12-07;N00000000842;0;1;3.0;2;90.0;0.0;2.0;5;12;7;2024;0.0;0.0;0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;3.0;3.0;91.0;2.0;7.0;12.0;16.0;1.8571428571428572;1.7142857142857142;1.5714285714285714;0.0
2024-12-08;N00000000842;0;1;0.0;0;90.0;0.0;0.0;6;12;8;2024;0.0;5.0;0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;3.0;2.0;90.0;2.0;7.0;12.0;17.0;2.142857142857143;1.8571428571428572;1.7142857142857142;0.0
2024-12-09;N00000000842;0;0;5.0;22;107.0;0.0;5.0;0;12;9;2024;0.0;0.0;0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;0.0;0.0;90.0;2.0;6.0;11.0;16.0;1.8571428571428572;1.7857142857142858;1.619047619047619;0.0
2024-12-10;N00000000842;0;0;2.0;22;127.0;0.0;2.0;1;12;10;2024;0.0;0.0;0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.047619047619047616;5.0;22.0;107.0;2.0;6.0;11.0;17.0;2.4285714285714284;1.9285714285714286;1.8571428571428572;0.0
2024-12-11;N00000000842;0;0;3.0;16;140.0;0.0;3.0;2;12;11;2024;0.0;0.0;5;7.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.047619047619047616;2.0;22.0;127.0;2.0;6.0;11.0;17.0;2.5714285714285716;1.8571428571428572;1.9047619047619047;0.0
2024-12-12;N00000000842;0;0;2.0;17;155.0;0.0;2.0;3;12;12;2024;0.0;0.0;0;7.0;0.0;5.0;7.0;7.0;7.0;0.0;0.0;1.0;0.0;0.0;0.047619047619047616;3.0;16.0;140.0;7.0;6.0;12.0;17.0;2.4285714285714284;2.0714285714285716;1.9523809523809523;0.0
2024-12-13;N00000000842;0;0;2.0;11;164.0;0.0;2.0;4;12;13;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;1.0;0.0;0.0;0.047619047619047616;2.0;17.0;155.0;7.0;6.0;13.0;17.0;2.5714285714285716;2.2142857142857144;1.8571428571428572;0.0
2024-12-14;N00000000842;0;1;0.0;4;168.0;0.0;0.0;5;12;14;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;1.0;0.0;0.0;0.047619047619047616;2.0;11.0;164.0;7.0;6.0;13.0;18.0;2.4285714285714284;2.142857142857143;1.9523809523809523;0.0
2024-12-15;N00000000842;0;1;3.0;0;165.0;0.0;3.0;6;12;15;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;1.0;0.0;0.0;0.047619047619047616;0.0;4.0;168.0;7.0;5.0;12.0;17.0;2.0;2.0714285714285716;1.9047619047619047;0.0
2024-12-16;N00000000842;0;0;1.0;0;164.0;0.0;1.0;0;12;16;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;1.0;0.0;0.0;0.047619047619047616;3.0;0.0;165.0;7.0;6.0;12.0;17.0;2.4285714285714284;2.142857142857143;2.0;0.0
2024-12-17;N00000000842;0;0;2.0;1;163.0;0.0;2.0;1;12;17;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;164.0;7.0;6.0;12.0;17.0;1.8571428571428572;2.142857142857143;1.9047619047619047;0.0
2024-12-18;N00000000842;0;0;1.0;0;162.0;0.0;1.0;2;12;18;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;163.0;7.0;6.0;12.0;17.0;1.8571428571428572;2.2142857142857144;1.8571428571428572;0.0
2024-12-19;N00000000842;0;0;1.0;5;166.0;0.0;1.0;3;12;19;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;162.0;7.0;6.0;12.0;18.0;1.5714285714285714;2.0;1.9047619047619047;1.0
2024-12-20;N00000000842;0;0;4.0;0;162.0;0.0;4.0;4;12;20;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;166.0;7.0;6.0;12.0;19.0;1.4285714285714286;2.0;1.9523809523809523;1.0
2024-12-21;N00000000842;0;1;0.0;1;163.0;0.0;0.0;5;12;21;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;162.0;7.0;6.0;12.0;19.0;1.7142857142857142;2.0714285714285716;2.0;1.0
2024-12-22;N00000000842;0;1;2.0;8;169.0;0.0;2.0;6;12;22;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;163.0;7.0;6.0;11.0;18.0;1.7142857142857142;1.8571428571428572;1.9523809523809523;1.0
2024-12-23;N00000000842;0;0;4.0;0;165.0;0.0;3.0;0;12;23;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;169.0;7.0;6.0;12.0;18.0;1.5714285714285714;2.0;1.9523809523809523;1.0
2024-12-24;N00000000842;0;0;2.0;1;164.0;0.0;2.0;1;12;24;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;165.0;7.0;6.0;12.0;18.0;2.0;1.9285714285714286;2.0952380952380953;1.0
2024-12-25;N00000000842;0;0;3.0;3;164.0;0.0;3.0;2;12;25;2024;0.0;0.0;0;7.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;164.0;7.0;6.0;12.0;18.0;2.0;1.9285714285714286;2.142857142857143;1.0
2024-12-26;N00000000842;0;0;4.0;3;163.0;1.0;4.0;3;12;26;2024;1.0;0.0;0;6.0;0.0;0.0;7.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;164.0;7.0;6.0;12.0;18.0;2.2857142857142856;1.9285714285714286;2.0952380952380953;0.0
2024-12-27;N00000000842;0;0;3.0;0;160.0;0.0;3.0;4;12;27;2024;0.0;0.0;0;6.0;1.0;0.0;6.0;6.0;6.0;1.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.047619047619047616;4.0;3.0;163.0;6.0;6.0;12.0;18.0;2.7142857142857144;2.0714285714285716;2.238095238095238;1.0
2024-12-28;N00000000842;0;0;2.0;13;171.0;0.0;2.0;5;12;28;2024;0.0;0.0;0;6.0;0.0;0.0;6.0;6.0;6.0;1.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.047619047619047616;3.0;0.0;160.0;6.0;6.0;12.0;18.0;2.5714285714285716;2.142857142857143;2.238095238095238;1.0
2024-12-29;N00000000842;0;1;2.0;0;169.0;0.0;2.0;6;12;29;2024;0.0;0.0;0;6.0;0.0;0.0;6.0;6.0;6.0;1.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.047619047619047616;2.0;13.0;171.0;6.0;7.0;13.0;18.0;2.857142857142857;2.2857142857142856;2.1904761904761907;1.0
2024-12-30;N00000000842;0;1;2.0;0;167.0;0.0;2.0;0;12;30;2024;0.0;0.0;0;6.0;0.0;0.0;6.0;6.0;6.0;1.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.047619047619047616;2.0;0.0;169.0;6.0;7.0;13.0;19.0;2.857142857142857;2.2142857142857144;2.2857142857142856;1.0
2024-12-31;N00000000842;0;1;2.0;0;165.0;0.0;2.0;1;12;31;2024;0.0;0.0;0;6.0;0.0;0.0;6.0;6.0;6.0;1.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.047619047619047616;2.0;0.0;167.0;6.0;7.0;13.0;19.0;2.5714285714285716;2.2857142857142856;2.142857142857143;1.0
2025-01-01;N00000000842;0;0;1.0;0;164.0;0.0;1.0;2;1;1;2025;0.0;0.0;0;6.0;0.0;0.0;6.0;6.0;6.0;1.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.047619047619047616;2.0;0.0;165.0;6.0;7.0;13.0;19.0;2.5714285714285716;2.2857142857142856;2.142857142857143;1.0
2025-01-02;N00000000842;0;0;1.0;0;163.0;0.0;1.0;3;1;2;2025;0.0;0.0;0;6.0;0.0;0.0;6.0;6.0;6.0;1.0;1.0;1.0;0.14285714285714285;0.07142857142857142;0.047619047619047616;1.0;0.0;164.0;6.0;7.0;13.0;19.0;2.2857142857142856;2.2857142857142856;2.0476190476190474;1.0
2025-01-03;N00000000842;0;0;1.0;0;162.0;1.0;1.0;4;1;3;2025;1.0;0.0;0;5.0;0.0;0.0;6.0;6.0;6.0;0.0;1.0;1.0;0.0;0.07142857142857142;0.047619047619047616;1.0;0.0;163.0;6.0;7.0;13.0;19.0;1.8571428571428572;2.2857142857142856;2.0;0.0
2025-01-04;N00000000842;0;0;1.0;0;161.0;0.0;1.0;5;1;4;2025;0.0;0.0;0;5.0;1.0;0.0;5.0;5.0;5.0;1.0;2.0;2.0;0.14285714285714285;0.14285714285714285;0.09523809523809523;1.0;0.0;162.0;5.0;7.0;13.0;19.0;1.5714285714285714;2.0714285714285716;1.9523809523809523;0.0
2025-01-05;N00000000842;0;0;0.0;0;161.0;0.0;0.0;6;1;5;2025;0.0;0.0;0;5.0;0.0;0.0;5.0;5.0;5.0;1.0;2.0;2.0;0.14285714285714285;0.14285714285714285;0.09523809523809523;1.0;0.0;161.0;5.0;7.0;14.0;20.0;1.4285714285714286;2.142857142857143;2.0;0.0
2025-01-06;N00000000842;0;0;3.0;10;168.0;0.0;3.0;0;1;6;2025;0.0;0.0;0;5.0;0.0;0.0;5.0;5.0;5.0;1.0;2.0;2.0;0.14285714285714285;0.14285714285714285;0.09523809523809523;0.0;0.0;161.0;5.0;6.0;13.0;19.0;1.1428571428571428;2.0;1.8571428571428572;0.0
2025-01-07;N00000000842;0;0;0.0;6;174.0;0.0;0.0;1;1;7;2025;0.0;0.0;0;5.0;0.0;0.0;5.0;5.0;5.0;1.0;2.0;2.0;0.14285714285714285;0.14285714285714285;0.09523809523809523;3.0;10.0;168.0;5.0;6.0;13.0;19.0;1.2857142857142858;1.9285714285714286;1.9523809523809523;0.0
2025-01-08;N00000000842;0;0;3.0;0;171.0;0.0;2.0;2;1;8;2025;0.0;0.0;0;5.0;0.0;0.0;5.0;5.0;5.0;1.0;2.0;2.0;0.14285714285714285;0.14285714285714285;0.09523809523809523;0.0;6.0;174.0;5.0;5.0;12.0;18.0;1.0;1.7857142857142858;1.8571428571428572;0.0
2025-01-09;N00000000842;0;0;2.0;2;171.0;0.0;2.0;3;1;9;2025;0.0;0.0;0;5.0;0.0;0.0;5.0;5.0;5.0;1.0;2.0;2.0;0.14285714285714285;0.14285714285714285;0.09523809523809523;3.0;0.0;171.0;5.0;5.0;12.0;18.0;1.2857142857142858;1.7857142857142858;1.9523809523809523;2.0
2025-01-10;N00000000842;0;0;1.0;4;174.0;0.0;1.0;4;1;10;2025;0.0;0.0;0;5.0;0.0;0.0;5.0;5.0;5.0;1.0;1.0;2.0;0.14285714285714285;0.07142857142857142;0.09523809523809523;2.0;2.0;171.0;5.0;5.0;12.0;18.0;1.4285714285714286;1.6428571428571428;2.0;2.0
2025-01-11;N00000000842;0;1;3.0;5;176.0;0.0;3.0;5;1;11;2025;0.0;0.0;0;5.0;0.0;0.0;5.0;5.0;5.0;0.0;1.0;2.0;0.0;0.07142857142857142;0.09523809523809523;1.0;4.0;174.0;5.0;5.0;12.0;18.0;1.4285714285714286;1.5;1.8571428571428572;2.0
2025-01-12;N00000000842;0;1;0.0;0;176.0;0.0;0.0;6;1;12;2025;0.0;0.0;0;5.0;0.0;0.0;5.0;5.0;5.0;0.0;1.0;2.0;0.0;0.07142857142857142;0.09523809523809523;3.0;5.0;176.0;5.0;5.0;12.0;19.0;1.7142857142857142;1.5714285714285714;2.0;2.0
2025-01-13;N00000000842;0;0;2.0;0;174.0;0.0;2.0;0;1;13;2025;0.0;0.0;0;5.0;0.0;0.0;5.0;5.0;5.0;0.0;1.0;2.0;0.0;0.07142857142857142;0.09523809523809523;0.0;0.0;176.0;5.0;5.0;11.0;18.0;1.7142857142857142;1.4285714285714286;1.9047619047619047;2.0
2025-01-14;N00000000842;0;0;2.0;0;172.0;0.0;2.0;1;1;14;2025;0.0;0.0;0;5.0;0.0;0.0;5.0;5.0;5.0;0.0;1.0;2.0;0.0;0.07142857142857142;0.09523809523809523;2.0;0.0;174.0;5.0;5.0;11.0;18.0;1.5714285714285714;1.4285714285714286;1.8095238095238095;2.0
2025-01-15;N00000000842;0;0;4.0;0;168.0;0.0;4.0;2;1;15;2025;0.0;0.0;0;5.0;0.0;0.0;5.0;5.0;5.0;0.0;1.0;2.0;0.0;0.07142857142857142;0.09523809523809523;2.0;0.0;172.0;5.0;6.0;11.0;18.0;1.8571428571428572;1.4285714285714286;1.8095238095238095;2.0
2025-01-16;N00000000842;0;0;7.0;3;164.0;1.0;6.0;3;1;16;2025;2.0;0.0;0;3.0;0.0;0.0;5.0;5.0;5.0;0.0;1.0;2.0;0.0;0.07142857142857142;0.09523809523809523;4.0;0.0;168.0;5.0;6.0;11.0;18.0;2.0;1.6428571428571428;1.8571428571428572;0.0
2025-01-17;N00000000842;0;0;4.0;2;162.0;0.0;4.0;4;1;17;2025;0.0;0.0;0;3.0;2.0;0.0;3.0;3.0;3.0;1.0;2.0;2.0;0.2857142857142857;0.21428571428571427;0.14285714285714285;7.0;3.0;164.0;3.0;6.0;11.0;18.0;2.7142857142857144;2.0714285714285716;2.0;0.0
2025-01-18;N00000000842;0;1;1.0;1;162.0;0.0;1.0;5;1;18;2025;0.0;0.0;0;3.0;0.0;0.0;3.0;3.0;3.0;1.0;1.0;2.0;0.2857142857142857;0.14285714285714285;0.14285714285714285;4.0;2.0;162.0;3.0;6.0;11.0;18.0;3.142857142857143;2.2857142857142856;2.0476190476190474;0.0
2025-01-19;N00000000842;0;1;2.0;8;168.0;0.0;2.0;6;1;19;2025;0.0;0.0;0;3.0;0.0;0.0;3.0;3.0;3.0;1.0;1.0;2.0;0.2857142857142857;0.14285714285714285;0.14285714285714285;1.0;1.0;162.0;3.0;6.0;11.0;18.0;2.857142857142857;2.2857142857142856;2.0;0.0
2025-01-20;N00000000842;0;0;3.0;0;165.0;0.0;3.0;0;1;20;2025;0.0;0.0;0;3.0;0.0;0.0;3.0;3.0;3.0;1.0;1.0;2.0;0.2857142857142857;0.14285714285714285;0.14285714285714285;2.0;8.0;168.0;3.0;7.0;12.0;18.0;3.142857142857143;2.4285714285714284;2.0;0.0
2025-01-21;N00000000842;0;0;2.0;0;163.0;0.0;2.0;1;1;21;2025;0.0;0.0;0;3.0;0.0;0.0;3.0;3.0;3.0;1.0;1.0;2.0;0.2857142857142857;0.14285714285714285;0.14285714285714285;3.0;0.0;165.0;3.0;7.0;12.0;18.0;3.2857142857142856;2.4285714285714284;2.0476190476190474;0.0
2025-01-22;N00000000842;0;0;5.0;1;159.0;0.0;5.0;2;1;22;2025;0.0;0.0;0;3.0;0.0;0.0;3.0;3.0;3.0;1.0;1.0;2.0;0.2857142857142857;0.14285714285714285;0.14285714285714285;2.0;0.0;163.0;3.0;7.0;13.0;18.0;3.2857142857142856;2.5714285714285716;2.0476190476190474;0.0
2025-01-23;N00000000842;0;0;0.0;3;162.0;0.0;0.0;3;1;23;2025;0.0;0.0;0;3.0;0.0;0.0;3.0;3.0;3.0;1.0;1.0;2.0;0.2857142857142857;0.14285714285714285;0.14285714285714285;5.0;1.0;159.0;3.0;7.0;13.0;18.0;3.4285714285714284;2.7142857142857144;2.238095238095238;0.0
